藥品代碼,藥品名稱,數量
KC00461265,TETANUS IMMUNOGLOBULIN ， 注射劑 ， 250.00 ， IU,13
KC00462209,RHO(D)IMMUNE GLOBULIN ， 注射劑 ， 1.5KIU,223
KC00487248,ALBUMIN ， 注射劑 ， 10.00 GM,7618
KC00491248,ALBUMIN ， 注射劑 ， 10.00 GM,50702
KC00520277,FACTOR II + FACTOR VII + FACTOR IX + FACTOR X， 注射劑， 500.00IU,2080
KC00525299,BOTULINUM TOXIN TYPE A ， 注射劑 ， 1.00 ， IU,4239670.5
KC00580219,EPOETIN ALFA ， 注射劑 ， 4.00 KIU,2780
KC00580229,EPOETIN ALFA ， 注射劑 ， 10.00 KIU,0
KC00581209,EPOETIN ALFA ， 注射劑 ， 1.00 KIU,175
KC00582212,EPOETIN ALFA ， 注射劑 ， 2.00 KIU,9952.1
KC00595266,INSULIN LISPRO ，  PENFILL ， 注射劑 ， 300.00 ， IU,760
KC00596266,INSULIN LISPRO ，  PENFILL ， 注射劑 ， 300.00 ， IU,28
KC00601265,INTERFERON BETA-1B ， 注射劑 ， 250.00 MCG,2539
KC00608299,GAMMA-FIX(NONACOG ALFA) ， 注射劑 ， 1.00 ， IU,8428000
KC00621212,EPOETIN ALFA ， 注射劑 ， 2.00 KIU,0
KC00621219,EPOETIN ALFA ， 注射劑 ， 4.00 KIU,0
KC00622219,EPOETIN ALFA ， 注射劑 ， 4.00 KIU,0
KC00622221,EPOETIN ALFA ， 注射劑 ， 5.00 KIU,0
KC00630299,FACTOR VIII (高純度) ， 注射劑 ， 1.00 ， IU,242250
KC00643221,HEPATITIS B IMMUNE GLOBULIN ， 注射劑 ， 5.00 ML,2198
KC00644299,FACTOR VIII (高純度) ， 注射劑 ， 1.00 ， IU,1852056
KC00645221,EPOETIN BETA ， 注射劑 ， 5.00 KIU,0
KC00646212,EPOETIN BETA ， 注射劑 ， 2.00 KIU,0
KC00653209,INSULIN HUMAN ， 注射劑 ， 1000.00 ， IU,29312.2
KC00657209,INSULIN HUMAN ， 注射劑 ， 1000.00 ， IU,40405.7
KC00663209,INSULIN HUMAN ， 注射劑 ， 1000.00 ， IU,262106.3
KC00670282,FILGRASTIM ， 注射劑 ， 300.00 MCG,173124.5
KC00677243,SOMATOTROPIN HUMAN (=GROWTH HORMONE) ， 注射劑 ， 30.00 ， IU,639
KC00683236,SOMATOTROPIN HUMAN (=GROWTH HORMONE) ， 注射劑 ， 16.00 ， IU,457.5
KC00709248,EPOETIN BETA ， 注射劑 ， 50.00 KIU,0
KC00711280,FILGRASTIM ， 注射劑 ， 150.00 MCG,28514
KC00712266,FILGRASTIM ， 注射劑 ， 75.00 MCG,16889
KC00713240,ETANERCEPT ， 注射劑 ， 25.00 MG,1517
KC00728266,INSULIN GLARGINE ，  PENFILL ， 注射劑 ， 300.00 ， IU,107742
KC00729266,INSULIN ASPART ，  PENFILL ， 注射劑 ， 300.00 ， U,43168.5
KC00735209,GLUCAGON ， 注射劑 ， 1.00 MG,4181
KC00739209,INSULIN HUMAN ， 注射劑 ， 1000.00 ， IU,1103339.4
KC00743248,PLASMINOGEN ACTIVATOR RECOMBINANT HUMAN TISSUE-TYPE A ， 注射劑 ， 50.00 MG,6613.3
KC00745209,INSULIN GLARGINE， 注射劑， 1000.00， U,8483
KC00746209,HUMAN PLASMA PROTEIN WITH A FACTOR VIII INHIBITOR ， 注射劑 ， 1000 IU,1388
KC00747277,HUMAN PLASMA PROTEIN WITH A FACTOR VIII INHIBITOR ， 注射劑 ， 500 IU,110
KC00756265,LENOGRASTIM ， 注射劑 ， 250.00 MCG,59846
KC00757255,LENOGRASTIM ， 注射劑 ， 100.00 MCG,50666
KC00760209,INSULIN HUMAN ， 注射劑 ， 1000.00 ， IU,32552.7
KC00761210,RASBURICASE ， 注射劑 ， 1.50 MG,4021
KC00768266,INSULIN ASPART ，  PENFILL ， 注射劑 ， 300.00 ， U,0
KC00777248,ALBUMIN ， 注射劑 ， 10.00 GM,48712
KC00787216,TERIPARATIDE ， 注射劑 ， 600-750.00 MCG,36619
KC00795266,INSULIN LISPRO ，  PENFILL ， 注射劑 ， 300.00 ， IU,6
KC00796240,IMMUNOGLOBULIN (IVIG) ， 注射劑 ， 2.50 GM,5327
KC00796255,IMMUNOGLOBULIN (IVIG) ， 注射劑 ， 10.00 GM,401
KC00803266,INSULIN GLULISINE， PENFILL， 注射劑， 300.00， IU,169500.5
KC00807219,BEVACIZUMAB，注射劑， 100.00 MG,275708.2
KC00810266,INSULIN DETEMIR ，  PENFILL ， 注射劑 ， 300.00 ， IU,244877.7
KC00820266,INSULIN ASPART ，  PENFILL ， 注射劑 ， 300.00 ， U,1440676.5
KC00823266,INSULIN ASPART ，  PENFILL ， 注射劑 ， 300.00 ， U,1724075.1
KC00835261,OMALIZUMAB， 注射劑， 150.00MG,8825
KC00836299,FACTOR VIII (基因型) ， 注射劑 ， 1.00 ， IU,676000
KC00838299,FACTOR VIII (基因型) ， 注射劑 ， 1.00 ， IU,280000
KC00841248,IMMUNOGLOBULIN (IVIG) ， 注射劑 ， 3.00 GM,46093
KC00842248,ALBUMIN ， 注射劑 ， 10.00 GM,17565
KC00844299,FACTOR VIII (高純度) ， 注射劑 ， 1.00 ， IU,27250
KC00845244,SOMATOTROPIN HUMAN (=GROWTH HORMONE) ， 注射劑 ， 36.00 ， IU,10782.5
KC00846248,ETANERCEPT ， 注射劑 ， 50.00 MG,54189
KC00851240,ETANERCEPT ， 注射劑 ， 25.00 MG,157809.1
KC00852299,FACTOR VIII (基因型) ， 注射劑 ， 1.00 ， IU,1030578
KC00854299,FACTOR VIII (基因型) ， 注射劑 ， 1.00 ， IU,231000
KC00857244,SOMATOTROPIN HUMAN (=GROWTH HORMONE) ， 注射劑 ， 36.00 ， IU,363
KC00867295,ERYTHROPOIETIN (METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA) ， 注射劑 ， 75 MCG/0.3ML,13
KC00868248,ERYTHROPOIETIN (METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA) ， 注射劑 ， 50， MCG/0.3ML,89452.9
KC00869255,ERYTHROPOIETIN (METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA) ， 注射劑 ， 100 MCG/0.3ML,81236
KC00870299,BOTULINUM TOXIN TYPE A-DYSPORT ， 注射劑 ， 1.00 ， U,1382919
KC00874219,BEVACIZUMAB，注射劑， 100.00 MG,0
KC00875221,EPOETIN BETA ， 注射劑 ， 5.00 KIU,59844
KC00876212,EPOETIN BETA ， 注射劑 ， 2.00 KIU,24168.5
KC00877238,CETUXIMAB ， 注射劑 ， 100.00 MG,159123.8
KC00878248,FACTOR VII ， 注射劑 ， 50，KIU,5482
KC008792FM,RANIBIZUMAB ， 注射劑 ，1.65 -3 MG,282
KC00896243,SOMATOTROPIN HUMAN (=GROWTH HORMONE) ， 注射劑 ， 30.00 ， IU,2423
KC00897265,ABATACEPT， 注射劑， 250.00 MG,33425
KC00898266,INSULIN LISPRO ，  PENFILL ， 注射劑 ， 300.00 ， IU,326933
KC00899266,INSULIN LISPRO ，  PENFILL ， 注射劑 ， 300.00 ， IU,905872.7
KC00900266,INSULIN LISPRO ，  PENFILL ， 注射劑 ， 300.00 ， IU,46710.2
KC00907219,tocilizumab， 注射劑， 80.00 mg,30148
KC00907229,tocilizumab， 注射劑， 200.00 mg,23944.7
KC00907238,tocilizumab， 注射劑， 400.00 mg,24
KC00908266,INSULIN ASPART ，  PENFILL ， 注射劑 ， 300.00 ， U,1968
KC00911206,Golimumab  注射劑， 50-100MG,45315
KC00911209,Golimumab  注射劑， 50-100MG,21
KC00914216,LIRAGLUTIDE ， 注射劑 ， 18MG,70764.8
KC00918209,DENOSUMAB ， 注射劑， 60MG,263887.7
KC00919280,PEGFILGRASTIM， 注射劑， 6.00 MG,1327
KC00922248,ALBUMIN ， 注射劑 ， 10.00 GM,58
KC00923248,ALBUMIN ， 注射劑 ， 12.50 GM,82817
KC009242FO,DENOSUMAB， 注射劑， 120MG,88600.5
KC00926248,ALBUMIN ， 注射劑 ， 10.00 GM,130
KC009272B4,ROMIPLOSTIM ， 注射劑 ， 375.00 MCG,10547
KC00928229,RITUXIMAB ， 注射劑 ， 100.00 MG,12048.6
KC00928248,RITUXIMAB ， 注射劑 ， 500.00 MG,13076.2
KC00932244,SOMATOTROPIN HUMAN (=GROWTH HORMONE) ， 注射劑 ， 36.00 ， IU,11270.2
KC00935257,BELIMUMAB ， 注射劑 ， 120 MG,7755
KC00935271,BELIMUMAB ， 注射劑 ， 400 MG,644
KC00936248,AFLIBERCEPT ， 注射劑 ， 2.00 MG,73286.6
KC00940229,EPOETIN BETA ， 注射劑 ， 10.00 KIU,0
KC00941221,Panitumumab， 注射劑， 100MG,23069
KC00942233,PERTUZUMAB ， 注射劑 ， 420 MG,14689
KC00945258,ABATACEPT ， 注射劑 ， 125.00 MG,23240
KC00949255,TRASTUZUMAB EMTANSINE ， 注射劑 ， 100 MG,6310.3
KC009492AX,TRASTUZUMAB EMTANSINE ， 注射劑 ， 160 MG,1881.6
KC00952206,DARBEPOETIN ALFA ， 注射劑 ， 60.00 MCG,4761
KC00953206,DARBEPOETIN ALFA ， 注射劑 ， 40.00 MCG,7011.6
KC00955206,DARBEPOETIN ALFA ， 注射劑 ， 20.00 MCG,262981
KC00956206,DARBEPOETIN ALFA ， 注射劑 ， 10.00 MCG,0
KC00957206,USTEKINUMAB ， 注射劑 ， 45-90 MG,336
KC00957209,USTEKINUMAB ， 注射劑 ， 45-90 MG,1283
KC00958229,IPILIMUMAB ， 注射劑 ， 50 MG,71
KC00959248,ALBUMIN ， 注射劑 ， 10.00 GM,62841
KC00960248,ALBUMIN ， 注射劑 ， 12.50 GM,31034
KC009612B5,TRASTUZUMAB ， 注射劑 ，420.00~440.00 MG,22080.9
KC00962277,HEPATITIS B IMMUNE GLOBULIN ， 注射劑 ， 10.00 ML,1242
KC00964248,BRENTUXIMAB VEDOTIN ， 注射劑 ，50MG,2699
KC00965248,IMMUNOGLOBULIN (IVIG) ， 注射劑 ， 5.00 GM,28011
KC00969214,INACTIVATED RABIES VIRUS ， 注射劑 ， 2.50 IU,803
KC00971299,GAMMA-FIX(NONACOG ALFA) ， 注射劑 ， 1.00 ， IU,342038
KC00973245,OBINUTUZUMAB ， 注射劑 ， 1 GM,325
KC00977208,TOCILIZUMAB ， 注射劑 ， 162 MG,77932.9
KC00978206,DULAGLUTIDE ， 注射劑 ， 0.75-1.50 MG,452473.1
KC00979206,DULAGLUTIDE ， 注射劑 ， 0.75-1.50 MG,34161
KC00980255,INFLIXIMAB ， 注射劑 ， 100 MG,5177
KC00984255,SILTUXIMAB ， 注射劑 ， 100 MG,1276
KC00990288,RANIBIZUMAB ， 注射劑 ，1.65 -3 MG,12251
KC00991209,SECUKINUMAB ， 注射劑 ， 150 MG,19765
KC00996299,FACTOR VIII (基因型) ， 注射劑 ， 1.00 ， IU,279000
KC00999229,RAMUCIRUMAB ， 注射劑 ， 100 MG,1120
KC00999248,RAMUCIRUMAB ， 注射劑 ， 500 MG,51
KC01010206,palivizumab 50mg， 注射劑,22019.3
KC01011272,INSULIN GLARGINE ，  PENFILL ， 注射劑 ， 450.00 ， IU,2152210.3
KC01013229,NIVOLUMAB ， 注射劑 ， 100 MG,8120
KC01013230,NIVOLUMAB ， 注射劑 ， 120 MG,8379
KC01015255,MEPOLIZUMAB ， 注射劑 ， 100 MG,359
KC01016299,FACTOR IX (基因型) Fc Fusion Protein ， 注射劑 ， 1 IU,1311000
KC01017299,FACTOR IX (基因型) Fc Fusion Protein ， 注射劑 ， 1 IU,1516004
KC01018299,FACTOR IX (基因型) Fc Fusion Protein ， 注射劑 ， 1 IU,37250
KC01019299,FACTOR IX (基因型) Fc Fusion Protein ， 注射劑 ， 1 IU,3139000
KC01021266,ELOTUZUMAB ， 注射劑 ， 300 MG,449
KC010222FY,RITUXIMAB ， 注射劑 ， 1400 MG,6686
KC01024209,CERTOLIZUMAB PEGOL ， 注射劑 ， 200 MG,56493
KC01025219,PEMBROLIZUMAB ， 注射劑 ， 100 MG,24510
KC01026299,FACTOR VIII (基因型) Fc Fusion Protein ， 注射劑 ， 1 IU,160750
KC01027299,FACTOR VIII (基因型) Fc Fusion Protein ， 注射劑 ， 1 IU,3717000
KC01029299,FACTOR VIII (基因型) Fc Fusion Protein ， 注射劑 ， 1 IU,20999024
KC01031299,FACTOR VIII (基因型) Fc Fusion Protein ， 注射劑 ， 1 IU,26513000
KC01033209,EVOLOCUMAB ， 注射劑 ， 140 MG,1921
KC01034266,VEDOLIZUMAB ， 注射劑 ， 300 MG,4275
KC01035255,INFLIXIMAB ， 注射劑 ， 100 MG,4149
KC01037209,ALIROCUMAB ， 注射劑 ， 75-150 MG,6465
KC01039271,ADALIMUMAB ， 注射劑 ， 40.00 MG,109657
KC01040296,BLINATUMOMAB ， 注射劑 ， 35 MCG,2193
KC01041248,IDARUCIZUMAB ， 注射劑 ， 2.5 GM,237
KC01042299,FACTOR VIII (基因型) ， 注射劑 ， 1.00 ， IU,2725001
KC01043299,FACTOR VIII (基因型) ， 注射劑 ， 1.00 ， IU,847501
KC01048229,IMMUNOGLOBULIN ， 注射劑 ， 2 GM,366
KC01050238,ATEZOLIZUMAB ， 注射劑 ， 1200 ~1875MG,15644
KC01051248,ALBUMIN ， 注射劑 ， 12.50 GM,5193
KC01052248,ALBUMIN ， 注射劑 ， 10.00 GM,3580
KC01053216,INSULIN DEGLUDEC 300 U +/- INSULIN ASPART 300 U ， PENFILL ， 注射劑,2553897.7
KC01054266,INSULIN DEGLUDEC 300 U +/- INSULIN ASPART 300 U ， PENFILL ， 注射劑,1783154.2
KC01055299,FACTOR VIII (基因型) ， 注射劑 ， 1.00 ， IU,10000
KC01056221,DARATUMUMAB ， 注射劑 ， 100 MG,15585
KC01056238,DARATUMUMAB ， 注射劑 ， 400 MG,4231
KC01060299,FACTOR IX (基因型) Albumin Fusion Protein ， 注射劑 ， 1 IU,691500
KC01061299,FACTOR IX (基因型) Albumin Fusion Protein ， 注射劑 ， 1 IU,1607000
KC01062209,OMALIZUMAB， 注射劑， 150.00MG,47403
KC01063209,IXEKIZUMAB ， 注射劑 ， 80 MG,22291.1
KC01065221,TRASTUZUMAB ， 注射劑 ， 600.00 MG,25130
KC01067209,CANAKINUMAB ， 注射劑 ， 150.00 MG,44
KC01069299,FACTOR VIII (基因型) ， 注射劑 ， 1.00 ， IU,759000
KC01070299,FACTOR VIII (基因型) ， 注射劑 ， 1.00 ， IU,4492000
KC01071299,FACTOR VIII (基因型) PEGylated ， 注射劑 ， 1 IU,809500
KC01072299,FACTOR VIII (基因型) PEGylated ， 注射劑 ， 1 IU,7398000
KC01073299,FACTOR VIII (基因型) PEGylated ， 注射劑 ， 1 IU,6220000
KC010762DA,BRODALUMAB ， 注射劑 ， 210 MG,21488
KC01077209,GUSELKUMAB ， 注射劑 ， 100 MG,7958
KC01080216,INSULIN GLARGINE ， 300 IU + LIXISENATIDE 150 MCG ， PENFILL ， 注射劑,283826.2
KC01081209,INOTUZUMAB OZOGAMICIN ， 注射劑 ， 1 MG,144
KC01082212,DUPILUMAB ， 注射劑 ， 200-300 MG,17031
KC01084241,USTEKINUMAB ， 注射劑 ， 130 MG,953
KC01085229,AVELUMAB ， 注射劑 ， 200 MG,3093
KC01086299,EMICIZUMAB ， 注射劑 ， 1 MG,27780
KC01087299,EMICIZUMAB ， 注射劑 ， 1 MG,424140
KC010892B5,TRASTUZUMAB ， 注射劑 ，420.00~440.00 MG,3280.3
KC01094229,RITUXIMAB ， 注射劑 ， 100.00 MG,1355.6
KC01094248,RITUXIMAB ， 注射劑 ， 500.00 MG,2004
KC01099277,FILGRASTIM ， 注射劑 ， 300.00 MCG,41390
KC01101209,BENRALIZUMAB ， 注射劑 ， 30 MG,2935
KC01103299,FACTOR VIII (基因型) ， 注射劑 ， 1.00 ， IU,1197000
KC01104299,FACTOR VIII (基因型) ， 注射劑 ， 1.00 ， IU,12760000
KC01106248,ALBUMIN ， 注射劑 ， 10.00 GM,302
KC01107210,SEMAGLUTIDE ， 注射劑 ， 2-4 MG,52080.7
KC01107216,SEMAGLUTIDE ， 注射劑 ， 2-4 MG,318806.5
KC01108280,PEGFILGRASTIM， 注射劑， 6.00 MG,9002.5
KC011092BK,RISANKIZUMAB ， 注射劑 ， 75 MG,2703
KC011112DE,TRASTUZUMAB ， 注射劑 ，420.00~440.00 MG,28
KC01113209,GALCANEZUMAB ， 注射劑 ， 120MG,1859
KC011162B5,TRASTUZUMAB ， 注射劑 ，420.00~440.00 MG,2471.8
KC01117219,BEVACIZUMAB，注射劑， 100.00 MG,37313
KC01118229,RITUXIMAB ， 注射劑 ， 100.00 MG,2196
KC01118248,RITUXIMAB ， 注射劑 ， 500.00 MG,2147
KC01120299,FACTOR VIII (基因型) PEGYLATED-AUCL ， 注射劑 ， 1 IU,713000
KC01121299,FACTOR VIII (基因型) PEGYLATED-AUCL ， 注射劑 ， 1 IU,5163000
KC01122299,FACTOR VIII (基因型) PEGYLATED-AUCL ， 注射劑 ， 1 IU,2974000
KC01123243,POLATUZUMAB VEDOTIN ， 注射劑 ， 30 MG,576
KC01129299,FACTOR IX (基因型) NONACOG BETA PEGOL ， 注射劑 ， 1 IU,456019
KC01131299,FACTOR IX (基因型) NONACOG BETA PEGOL ， 注射劑 ， 1 IU,1956022
KC011332BL,DUPILUMAB ， 注射劑 ， 200-300 MG,1918
KC011372BN,ROMOSOZUMAB ， 注射劑 ， 105 MG,74986.5
KC01138210,FREMANEZUMAB ， 注射劑 ， 225 MG,2807
KC01139209,ETANERCEPT ， 注射劑 ， 50.00 MG,487
KC01143209,SATRALIZUMAB ， 注射劑 ， 120 MG,269
KC01144209,MEPOLIZUMAB ， 注射劑 ， 100 MG,8262
KC01147221,ISATUXIMAB ， 注射劑 ， 100 MG,277
KC01147240,ISATUXIMAB ， 注射劑 ， 500 MG,13
KC01151213,TERIPARATIDE ， 注射劑 ， 600-750.00 MCG,4194
KC01154283,ADALIMUMAB ， 注射劑 ， 40.00 MG,1030
KC01160299,FACTOR  VIII (基因型) TUROCTOCOG ALFA PEGOL ， 注射劑 ， 1 IU,485500
KC01161299,FACTOR  VIII (基因型) TUROCTOCOG ALFA PEGOL ， 注射劑 ， 1 IU,5136000
KC01166209,RISANKIZUMAB ， 注射劑 ， 150 MG,3618
KC01166213,RISANKIZUMAB ， 注射劑 ， 360 MG,9
KC01172235,PERTUZUMAB 1200 MG +TRASTUZUMAB 600MG  ， 注射劑,19
KC01173229,PERTUZUMAB 600 MG +TRASTUZUMAB 600MG  ， 注射劑,80
KC01175220,DINUTUXIMAB  ， 注射劑 ， 20 MG,359
KC01176297,TISAGENLECLEUCEL ， 注射劑 ， 1.2 X 10^6 - 6.0 X 10^8 CAR-POSITIVE VIABLE T CELLS,41
KC01183280,PEGFILGRASTIM， 注射劑， 6.00 MG,217
KC01185219,BEVACIZUMAB，注射劑， 100.00 MG,1950
KC011862H0,VEDOLIZUMAB ， 注射劑 ， 108 MG,101
KC01205271,ADALIMUMAB ， 注射劑 ， 40.00 MG,298
KC01206262,SACITUZUMAB GOVITECAN ， 注射劑 ， 180 MG,17372.2
KC01208229,RISANKIZUMAB ， 注射劑 ， 600 MG,92
KC01210225,SPESOLIMAB ， 注射劑 ， 450 MG,18
KC01213243,ENFORTUMAB VEDOTIN ，注射劑 ， 30MG,4358
KC01214248,FARICIMAB ， 注射劑 ， 6 MG,9028
KC01215234,TEZEPELUMAB ， 注射劑 ， 210 MG,459
KC01218206,TETANUS TOXOID ， 注射劑 ， 40 IU,554705.5
KC01231212,ANIFROLUMAB ， 注射劑 ， 300 MG,3
KC01234299,FACTOR  VIII (基因型) EFANESOCTOCOG ALFA ， 注射劑 ， 1 IU,11500
KC01235299,FACTOR  VIII (基因型) EFANESOCTOCOG ALFA ， 注射劑 ， 1 IU,160500
KC01236299,FACTOR  VIII (基因型) EFANESOCTOCOG ALFA ， 注射劑 ， 1 IU,1135000
KC01237299,FACTOR  VIII (基因型) EFANESOCTOCOG ALFA ， 注射劑 ， 1 IU,660000
KC01238248,IMMUNOGLOBULIN (IVIG) ， 注射劑 ， 5.00 GM,671
KC01239248,ALBUMIN ， 注射劑 ， 10.00 GM,14812
N000007100,INOSITOL ， 一般錠劑膠囊劑 ， 200.00 MG,0
N000051100,PANTOTHENATE CALCIUM 10.000MG + DEHYDROCHOLIC ACID 5.000MG + THIOCTIC ACID (=VIT B14=ALPHA-LIPOIC ACID) 5.000MG + NIACINAMIDE (=NICOTINAMIDE) 15.000MG + THIAMINE MONONITRATE 5.000MG + RIBOFLAVIN (=VIT B2) 2.000MG， 一般錠劑膠囊劑,0
N000055100,MECLIZINE 12.5MG + CHLORPHENIRAMINE 1MG + CAFFEINE 10MG + VITAMIN B6 2.5MG， 一般錠劑膠囊劑，,0
N000077100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,647
N000084100,VITAMIN B1 50MG + VITAMIN B2 2-5MG， 一般錠劑膠囊劑,0
N000102100,PHENAZOPYRIDINE ， 一般錠劑膠囊劑 ， 100.00 MG,0
N000107100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,378981.9
N000138100,PROPANTHELINE ， 一般錠劑膠囊劑 ， 15.00 MG,0
N000162100,CHLORPHENIRAMINE ， 一般錠劑膠囊劑 ， 4.00 MG,793319.7
N000168100,VITAMIN B2 (=RIBOFLAVIN) ， 一般錠劑膠囊劑 ， 10.00 MG,0
N000176100,CHOLINE THEOPHYLLINATE ， 一般錠劑膠囊劑 ， 100.00 MG,0
N000181100,DIMETHICONE ， 一般錠劑膠囊劑 ， 40.00 MG,4499075.6
N000218100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,217538.4
N000220100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,0
N000242100,GUANETHIDINE ， 一般錠劑膠囊劑 ， 10.00 MG,0
N000253100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,0
N000261100,BISACODYL ， 一般錠劑膠囊劑 ， 5.00 MG,0
N000282100,DIASTASE 150MG + PANCREATIN 50MG + NEOSTIGMINE 0.2MG， 一般錠劑膠囊劑，,468
N000286100,CHLORMEZANONE ， 一般錠劑膠囊劑 ， 100.00 MG,0
N000288100,VITAMIN B1 (THIAMINE) ， 一般錠劑膠囊劑 ， 100.00 MG,0
N000292100,VITAMIN B12 (=CYANOCOBALAMIN) ， 一般錠劑膠囊劑 ， 30.00 MCG,0
N000307100,ERGOTAMINE 1MG + CAFFEINE 100MG， 一般錠劑膠囊劑，,0
N000338100,CHLORMEZANONE ， 一般錠劑膠囊劑 ， 100.00 MG,1635
N000370100,ATROPINE 19.4MCG + PHENOBARBITAL 16.2MG + HYOSCYAMINE 103.7MCG + HYOSCINE HYDROBROMIDE 6.5MCG， 一般錠劑膠囊劑，,0
N000373100,DICYCLOMINE HCL 5.000MG + ALUMINUM HYDROXIDE DRIED GEL 400.000MG + MAGNESIUM OXIDE 200.000MG + SODIUM LAURETH SULFATE (=SODIUM LAURYL ETHER SULFATE) 25.000MG + METHYL CELLOSOLVE 100.000MG， 一般錠劑膠囊劑,0
N000392100,ERGOTAMINE 0.3MG + BELLADONNA ALKALOID 0.1MG + PHENOBARBITAL 20MG， 一般錠劑膠囊劑，,0
N000393100,CALCIUM LACTATE ， 一般錠劑膠囊劑 ， 500.00 MG,0
N000432100,METHIMAZOLE ， 一般錠劑膠囊劑 ， 5.00 MG,0
N000459100,RESERPINE 100MCG + HYDRALAZINE 10MG + HYDROCHLOROTHIAZIDE 10MG， 一般錠劑膠囊劑,0
N000460100,VALETHAMATE ， 一般錠劑膠囊劑 ， 10.00 MG,755
N000465100,AMITRIPTYLINE ， 一般錠劑膠囊劑 ， 10.00 MG,593
N000489100,METHIMAZOLE ， 一般錠劑膠囊劑 ， 5.00 MG,0
N000509100,BUTYLSCOPOLAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,0
N000589209,VITAMIN B12 ， 注射劑 ， 1000.00 MCG,0
N000589229,VITAMIN B12 ， 注射劑 ， 10000.00 MCG,112.2
N000608100,METRONIDAZOLE ， 一般錠劑膠囊劑 ， 250.00 MG,18
N000619100,MECLIZINE 25MG + VITAMIN B6 2MG， 一般錠劑膠囊劑，,0
N000627100,CHYMOTRYPSIN ， 一般錠劑膠囊劑 ， 5.00 MG,0
N000686238,DEXTROSE ， 注射劑 ， 200.00  MG/ML ， 20.00 ML,7
N000697100,METHIMAZOLE ， 一般錠劑膠囊劑 ， 5.00 MG,0
N000703100,DIMETHICONE ， 一般錠劑膠囊劑 ， 20.00 MG,242209.2
N000711100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,15
N000719100,THEOPHYLLINE 75-300MG + GUAIFENESIN 50-100MG， 一般錠劑膠囊劑,0
N000781100,HALOPERIDOL ， 一般錠劑膠囊劑 ， .75 MG,0
N000799100,COLCHICINE ， 一般錠劑膠囊劑 ， 500-650 MCG,0
N000824212,DEXTROMETHORPHAN 1.5MG/ML + METHYLEPHEDRINE 10MG/ML + CHLORPHENIRAMINE 1.5MG/ML + GUAIFENESIN 20MG/ML， 注射劑， 2.00ML,0
N000966100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 500.00 MCG,0
N000979100,SCOPOLAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,0
N001004209,TESTOSTERONE PROPIONATE ， 注射劑 ， 25.00 MG,17
N001007100,GUAIFENESIN ， 一般錠劑膠囊劑 ， 340.00 MG,0
N001027100,CLOPERASTINE ， 一般錠劑膠囊劑 ， 10.00 MG,0
N001043100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,0
N001065100,BUTYLSCOPOLAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,5385.5
N001073500,DIPROPHYLLINE ， 栓劑 ， 200.00 MG,0
N001097100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,136
N001246209,VITAMIN B1 100MG/ML + VITAMIN B2 5MG/ML + VITAMIN B6 5MG/ML + NICOTINAMIDE 50MG/ML + PANTOTHENIC ACID 5MG/ML， 注射劑， 1.00ML,58
N001246229,VITAMIN B1 100MG/ML + VITAMIN B2 5MG/ML + VITAMIN B6 5MG/ML + NICOTINAMIDE 50MG/ML + PANTOTHENIC ACID 5MG/ML， 注射劑， 10.00ML,1
N001292362,DIPHENHYDRAMINE 10MG/ML + ZINC OXIDE 80MG/ML， 外用液劑， 180.00ML,0
N001319229,OXYTOCIN ， 注射劑 ， 10.00 ， IU,1162
N001446212,VITAMIN B1 5MG/ML + VITAMIN B2 1MG/ML + VITAMIN B6 1MG/ML + VITAMIN C 25MG/ML + NICOTINAMIDE 5MG/ML， 注射劑， 2.00ML,0
N001500100,DEXTROMETHORPHAN ， 一般錠劑膠囊劑 ， 15.00 MG,310940.5
N001503100,CHLORDIAZEPOXIDE ， 一般錠劑膠囊劑 ， 5.00 MG,0
N001510100,FERROUS FUMARATE 100MG + ASPARTATE MAGNESIUM L- 75MG + ASPARTATE POTASSIUM L- 75MG + VITAMIN B1 5MG + VITAMIN B2 1MG + VITAMIN B6 3MG + VITAMIN B12 5MCG + FOLIC ACID 1MG + NIACINAMIDE 5MG，一般錠劑膠囊劑,1482
N001539100,NITROFURANTOIN ， 一般錠劑膠囊劑 ， 100.00 MG,0
N001542100,TETRACYCLINE ， 一般錠劑膠囊劑 ， 250.00 MG,0
N001580100,DIPROPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,0
